anonymity_id,company_anonymity,coworkers_know,supervisor_know,mental_health_interview,phys_health_interview,survey_id
612,Don't know,Some of them,No,No,No,612
613,Don't know,Some of them,No,No,Yes,613
614,Don't know,Some of them,No,No,No,614
615,Don't know,Yes,Yes,No,Maybe,615
616,Don't know,Some of them,Some of them,Maybe,Maybe,616
617,Yes,Some of them,No,No,Maybe,617
618,Don't know,Some of them,Some of them,Maybe,Maybe,618
619,Yes,Some of them,Yes,Maybe,Yes,619
620,Don't know,Some of them,Some of them,No,Maybe,620
621,Don't know,Some of them,Yes,Maybe,Yes,621
622,Don't know,Some of them,Some of them,No,Yes,622
623,Yes,No,No,No,No,623
624,Don't know,Some of them,Some of them,No,No,624
625,Don't know,No,Some of them,No,No,625
626,Don't know,Some of them,Some of them,No,Maybe,626
627,Yes,Some of them,Some of them,No,No,627
628,Yes,Some of them,No,No,Maybe,628
629,Don't know,Some of them,Some of them,No,No,629
630,Don't know,No,Some of them,No,Maybe,630
631,Don't know,Some of them,Some of them,No,No,631
632,No,Yes,Yes,Maybe,Maybe,632
633,Don't know,Some of them,Yes,No,No,633
634,Don't know,Some of them,Yes,No,No,634
635,Don't know,Some of them,Some of them,Yes,Yes,635
636,Don't know,Some of them,Yes,Maybe,Maybe,636
637,Yes,Some of them,Yes,No,Maybe,637
638,Yes,Some of them,Yes,No,No,638
639,Don't know,No,No,No,No,639
640,Yes,Some of them,Yes,Maybe,Maybe,640
641,Don't know,Some of them,Some of them,No,No,641
642,No,Some of them,Some of them,No,No,642
643,Yes,No,No,No,Maybe,643
644,No,Some of them,No,No,No,644
645,Don't know,No,No,No,Maybe,645
646,Don't know,Some of them,Some of them,No,Maybe,646
647,Don't know,Some of them,Some of them,No,No,647
648,Don't know,Yes,Yes,No,No,648
649,Don't know,No,Some of them,No,Yes,649
650,Don't know,Some of them,Some of them,No,Maybe,650
651,Don't know,No,No,No,No,651
652,Don't know,Some of them,Yes,Yes,Yes,652
653,Don't know,No,No,No,No,653
654,Don't know,No,No,No,No,654
655,Don't know,Yes,Yes,No,Yes,655
656,No,Some of them,No,No,No,656
657,Don't know,Some of them,Yes,No,Maybe,657
658,Yes,Some of them,Yes,No,Yes,658
659,Don't know,Some of them,Yes,Maybe,Maybe,659
660,Yes,Some of them,Some of them,No,Maybe,660
661,Don't know,Some of them,Yes,Maybe,Maybe,661
662,Don't know,Some of them,Some of them,No,No,662
663,Don't know,Some of them,Yes,Maybe,Maybe,663
664,Yes,Some of them,Some of them,No,No,664
665,Don't know,Some of them,No,No,No,665
666,Don't know,Some of them,Some of them,Maybe,Maybe,666
667,Don't know,No,No,No,No,667
668,Don't know,No,No,No,No,668
669,Don't know,Some of them,Yes,Maybe,Maybe,669
670,Don't know,Some of them,No,No,Maybe,670
671,Don't know,No,No,No,Maybe,671
672,Don't know,Some of them,Some of them,No,No,672
673,Don't know,Some of them,No,No,No,673
674,Don't know,Some of them,Some of them,No,No,674
675,Don't know,Some of them,Yes,No,Maybe,675
676,Don't know,Some of them,Yes,Maybe,Maybe,676
677,Don't know,No,No,No,No,677
678,Yes,Yes,Yes,Yes,Yes,678
679,Don't know,Yes,Yes,No,Maybe,679
680,Don't know,Some of them,Some of them,No,Maybe,680
681,Don't know,Some of them,Yes,No,No,681
682,Don't know,No,No,No,Maybe,682
683,Yes,No,Yes,No,Maybe,683
684,Don't know,Some of them,No,No,No,684
685,Don't know,No,No,No,No,685
686,Yes,Some of them,Yes,No,No,686
687,Yes,Some of them,Yes,No,No,687
688,Don't know,Some of them,No,No,No,688
689,Yes,Yes,Yes,Maybe,Maybe,689
690,Don't know,Some of them,Some of them,No,No,690
691,Yes,Yes,Yes,No,Maybe,691
692,Yes,Some of them,No,Maybe,Maybe,692
693,Don't know,Some of them,Yes,No,No,693
694,Don't know,No,No,No,Yes,694
695,Yes,No,Yes,No,No,695
696,Don't know,Some of them,Some of them,No,Maybe,696
697,Don't know,No,No,No,Maybe,697
698,Don't know,Some of them,No,No,No,698
699,Don't know,Some of them,No,No,No,699
700,Don't know,Some of them,Yes,No,No,700
701,No,Yes,Yes,No,No,701
702,Yes,Yes,Yes,No,No,702
703,Yes,Some of them,Yes,No,Maybe,703
704,Don't know,No,No,No,No,704
705,Don't know,Yes,Yes,No,Maybe,705
706,Don't know,Some of them,No,No,No,706
707,Don't know,Yes,Yes,Yes,Yes,707
708,Don't know,Some of them,No,No,No,708
709,Yes,Yes,Yes,Maybe,Maybe,709
710,Don't know,Some of them,Yes,No,Maybe,710
711,Don't know,Yes,Yes,No,No,711
712,Don't know,Some of them,Yes,No,Maybe,712
713,Yes,Some of them,Some of them,No,No,713
714,Don't know,Some of them,No,No,No,714
715,Don't know,No,No,No,Maybe,715
716,Yes,Some of them,Yes,Yes,Yes,716
717,Yes,Yes,Yes,Maybe,Maybe,717
718,Don't know,Some of them,Yes,No,Maybe,718
719,Don't know,Yes,Yes,No,No,719
720,Don't know,Some of them,Some of them,No,Maybe,720
721,No,Some of them,No,No,Yes,721
722,Don't know,Yes,Yes,No,Maybe,722
723,Don't know,Some of them,Yes,No,No,723
724,Don't know,Some of them,Yes,Maybe,Maybe,724
725,No,Some of them,Some of them,No,Maybe,725
726,Don't know,Some of them,Some of them,No,Maybe,726
727,No,No,No,No,No,727
728,Don't know,Yes,Yes,No,No,728
729,Yes,Yes,No,No,Maybe,729
730,Don't know,Yes,Yes,Maybe,Yes,730
731,Don't know,Yes,Some of them,No,No,731
732,Don't know,Yes,Yes,No,No,732
733,Yes,Yes,Yes,No,No,733
734,Don't know,Yes,Yes,No,No,734
735,Don't know,Yes,Some of them,No,Yes,735
736,Yes,Some of them,Yes,No,Maybe,736
737,Don't know,Some of them,No,No,Maybe,737
738,Yes,Yes,Some of them,No,Yes,738
739,Don't know,No,No,No,Maybe,739
740,Yes,Some of them,Yes,No,Maybe,740
741,Don't know,No,No,No,No,741
742,Don't know,No,Some of them,No,Yes,742
743,Don't know,Some of them,Yes,Maybe,Yes,743
744,Don't know,Some of them,Some of them,Maybe,Maybe,744
745,Don't know,Some of them,Some of them,No,Yes,745
746,Yes,Some of them,Yes,Maybe,Maybe,746
747,No,Some of them,No,Maybe,Maybe,747
748,Yes,Some of them,Yes,No,No,748
749,Don't know,Some of them,Yes,No,Yes,749
750,Don't know,Some of them,Yes,No,No,750
751,Yes,Some of them,No,No,Maybe,751
752,Don't know,Some of them,Some of them,No,No,752
753,Yes,Some of them,Yes,Maybe,Maybe,753
754,Yes,Some of them,Yes,No,No,754
755,Don't know,Some of them,Yes,No,Maybe,755
756,Don't know,No,No,No,No,756
757,Don't know,No,No,No,Maybe,757
758,Yes,No,Some of them,Maybe,Maybe,758
759,No,Some of them,Some of them,No,Yes,759
760,Yes,No,No,No,No,760
761,Don't know,Yes,Some of them,No,Maybe,761
762,Don't know,Yes,Yes,Maybe,Maybe,762
763,No,No,No,No,No,763
764,Don't know,Some of them,No,No,Maybe,764
765,Yes,Some of them,Yes,Maybe,Maybe,765
766,Yes,Some of them,No,No,No,766
767,Don't know,Some of them,No,Yes,Yes,767
768,Don't know,Some of them,Some of them,No,No,768
769,Don't know,Some of them,Yes,Maybe,Yes,769
770,Don't know,Some of them,Some of them,No,No,770
771,Yes,Yes,Yes,No,No,771
772,Don't know,Some of them,Some of them,No,Yes,772
773,Don't know,Some of them,Some of them,Yes,Yes,773
774,Yes,Some of them,Yes,No,Maybe,774
775,Yes,Some of them,Yes,No,Maybe,775
776,Don't know,No,No,No,Maybe,776
777,Don't know,Yes,Some of them,Yes,Yes,777
778,Don't know,Some of them,Yes,No,No,778
779,Don't know,Yes,Yes,Maybe,Maybe,779
780,Don't know,Yes,Yes,Yes,Yes,780
781,Yes,Yes,Yes,Yes,Yes,781
782,Yes,Some of them,Yes,No,Maybe,782
783,Don't know,Yes,Yes,No,Maybe,783
784,Don't know,Some of them,Yes,No,No,784
785,Yes,Some of them,Some of them,No,No,785
786,Yes,No,Yes,No,Maybe,786
787,Yes,Some of them,Some of them,No,Maybe,787
788,Don't know,Yes,Yes,No,No,788
789,Yes,Some of them,Some of them,No,Maybe,789
790,Don't know,Some of them,Yes,No,Maybe,790
791,Don't know,Some of them,Some of them,No,No,791
792,Yes,Some of them,Some of them,No,Yes,792
793,Yes,No,Some of them,No,Yes,793
794,Don't know,Some of them,Some of them,No,Maybe,794
795,Don't know,Some of them,Yes,No,Maybe,795
796,Don't know,Some of them,Yes,No,No,796
797,Don't know,Some of them,Yes,Maybe,Yes,797
798,Don't know,Some of them,Yes,No,Yes,798
799,Don't know,Some of them,No,No,Maybe,799
800,Yes,Yes,Yes,No,Maybe,800
801,Don't know,Some of them,Yes,Maybe,Maybe,801
802,Don't know,No,No,No,No,802
803,Yes,Some of them,No,No,No,803
804,Don't know,Some of them,Some of them,Maybe,Maybe,804
805,Don't know,Some of them,Some of them,No,No,805
806,Yes,Some of them,Yes,No,No,806
807,Don't know,No,Some of them,No,Maybe,807
808,Don't know,Yes,Yes,Maybe,Maybe,808
809,Don't know,Some of them,Some of them,No,Maybe,809
810,Don't know,Some of them,No,No,Maybe,810
811,Don't know,Some of them,Some of them,No,Maybe,811
812,Yes,Some of them,Some of them,No,Yes,812
813,Don't know,Some of them,Some of them,No,No,813
814,Don't know,Some of them,No,No,No,814
815,Don't know,No,No,No,Yes,815
816,Yes,Some of them,Yes,No,No,816
817,No,Some of them,No,No,No,817
818,Yes,Some of them,Some of them,Maybe,Maybe,818
819,Don't know,Some of them,Some of them,Maybe,Yes,819
820,Don't know,Some of them,No,No,No,820
821,Don't know,Some of them,Some of them,Maybe,Yes,821
822,No,No,No,No,No,822
823,Don't know,Some of them,Yes,No,Maybe,823
824,Don't know,Some of them,Yes,No,Maybe,824
825,No,No,Some of them,No,No,825
826,Don't know,Some of them,Yes,Maybe,Maybe,826
827,Don't know,Some of them,No,No,No,827
828,Don't know,Some of them,No,No,Maybe,828
829,Yes,Some of them,Yes,No,No,829
830,Yes,Some of them,No,No,No,830
831,Don't know,Some of them,Some of them,No,Maybe,831
832,Yes,Some of them,Yes,No,No,832
833,Don't know,Yes,Yes,No,Maybe,833
834,Don't know,No,No,No,Yes,834
835,Don't know,Some of them,Yes,No,Maybe,835
836,Yes,Some of them,Yes,No,Yes,836
837,Don't know,No,No,No,No,837
838,Don't know,Some of them,Yes,No,Maybe,838
839,Yes,Some of them,Yes,No,No,839
840,Don't know,Some of them,Yes,No,No,840
841,Don't know,Yes,Yes,No,Maybe,841
842,Don't know,Yes,Yes,Maybe,Maybe,842
843,Don't know,Some of them,No,No,No,843
844,Yes,Some of them,Some of them,No,No,844
845,Don't know,Some of them,No,No,No,845
846,Yes,Some of them,No,No,No,846
847,Don't know,Yes,No,No,No,847
848,Yes,Yes,Yes,No,No,848
849,Yes,Some of them,Some of them,No,Maybe,849
850,Don't know,No,No,No,Maybe,850
851,Yes,No,Some of them,No,No,851
852,Yes,Some of them,Some of them,No,Maybe,852
853,Don't know,Some of them,Some of them,No,Maybe,853
854,Don't know,Some of them,Some of them,No,No,854
855,Yes,Some of them,Yes,Maybe,Yes,855
856,Yes,Yes,Yes,No,No,856
857,Yes,Some of them,Yes,No,Maybe,857
858,Don't know,Some of them,Yes,No,No,858
859,No,Some of them,No,No,No,859
860,No,Some of them,No,No,No,860
861,Don't know,Yes,Yes,Maybe,Maybe,861
862,Don't know,Some of them,Some of them,Maybe,Maybe,862
863,Don't know,Some of them,Yes,No,Maybe,863
864,Yes,No,No,No,Maybe,864
865,No,No,No,No,Yes,865
866,Don't know,Some of them,Some of them,No,No,866
867,Don't know,Some of them,Yes,Maybe,Maybe,867
868,Yes,Some of them,Some of them,Maybe,Maybe,868
869,Don't know,Some of them,Yes,No,Maybe,869
870,Yes,Yes,Yes,Yes,Yes,870
871,Don't know,Some of them,Some of them,No,Yes,871
872,Yes,Some of them,Some of them,No,Yes,872
873,Don't know,Some of them,Yes,No,No,873
874,Yes,No,No,No,No,874
875,Don't know,No,No,No,Maybe,875
876,Yes,Some of them,Some of them,No,Maybe,876
877,Don't know,No,Some of them,No,Maybe,877
878,Don't know,No,No,No,Maybe,878
879,Yes,No,No,No,No,879
880,Don't know,Some of them,Some of them,No,No,880
881,Yes,Some of them,Yes,Maybe,Maybe,881
882,Don't know,Some of them,Yes,No,No,882
883,Don't know,Some of them,Yes,Yes,Yes,883
884,Don't know,Some of them,No,No,Maybe,884
885,Don't know,No,No,No,No,885
886,Don't know,Some of them,Yes,No,No,886
887,Don't know,Some of them,Yes,No,Maybe,887
888,Yes,Some of them,Yes,No,No,888
889,Don't know,Some of them,Yes,Maybe,Maybe,889
890,Don't know,Some of them,No,No,Maybe,890
891,Don't know,Some of them,No,No,Maybe,891
892,Don't know,Some of them,Yes,No,No,892
893,Don't know,Some of them,No,Maybe,Maybe,893
894,Don't know,Some of them,Some of them,No,Yes,894
895,Don't know,Some of them,Yes,No,No,895
896,Yes,Some of them,Yes,No,No,896
897,Yes,Some of them,Some of them,No,No,897
898,Yes,Some of them,Yes,No,Maybe,898
899,Don't know,Some of them,Yes,No,Maybe,899
900,Don't know,No,No,No,Maybe,900
901,Don't know,Some of them,No,No,No,901
902,Yes,Some of them,Some of them,No,No,902
903,Yes,No,No,No,Maybe,903
904,Yes,Some of them,Some of them,Maybe,Maybe,904
905,Yes,No,No,No,Maybe,905
906,Don't know,No,No,No,No,906
907,Don't know,No,No,No,No,907
908,Don't know,No,No,No,Maybe,908
909,Yes,Yes,Yes,No,Maybe,909
910,Don't know,Some of them,No,No,Maybe,910
911,Don't know,Some of them,No,No,No,911
912,Don't know,Yes,Yes,No,No,912
913,Don't know,Yes,Yes,No,No,913
914,Yes,Some of them,Yes,No,No,914
915,Don't know,Some of them,No,No,Maybe,915
916,Yes,Some of them,Some of them,Maybe,Maybe,916
917,Yes,Some of them,Some of them,No,No,917
918,Yes,Some of them,Yes,Maybe,Yes,918
919,Don't know,No,No,No,No,919
920,Don't know,Some of them,Yes,No,Yes,920
921,Yes,Some of them,Some of them,No,No,921
922,Don't know,Some of them,Some of them,No,No,922
923,Yes,Some of them,Some of them,No,Yes,923
924,Don't know,Yes,Yes,Yes,Yes,924
925,Don't know,No,No,No,No,925
926,Don't know,No,Some of them,No,Maybe,926
927,Don't know,Some of them,Some of them,Maybe,Maybe,927
928,Yes,Yes,Yes,Maybe,Maybe,928
929,Don't know,Some of them,Yes,No,No,929
930,Yes,Some of them,Yes,No,Maybe,930
931,Don't know,Some of them,Yes,No,Maybe,931
932,Yes,Some of them,No,No,Maybe,932
933,Don't know,No,Some of them,No,Maybe,933
934,Yes,Some of them,Some of them,Yes,Yes,934
935,Yes,No,No,No,No,935
936,Don't know,No,No,No,Maybe,936
937,Don't know,Yes,Yes,Maybe,Maybe,937
938,Yes,Some of them,Some of them,No,No,938
939,Yes,Some of them,Yes,No,Maybe,939
940,Don't know,Some of them,No,No,No,940
941,Yes,Some of them,Some of them,No,Maybe,941
942,Yes,Some of them,Yes,No,No,942
943,Don't know,Some of them,No,No,No,943
944,Don't know,Some of them,No,No,Maybe,944
945,Yes,Some of them,No,No,No,945
946,Don't know,Some of them,Some of them,No,No,946
947,Don't know,Yes,Yes,Maybe,Yes,947
948,Don't know,Some of them,Some of them,No,No,948
949,Yes,Some of them,Some of them,No,No,949
950,Yes,Yes,Yes,Maybe,Maybe,950
951,No,Some of them,Yes,No,Maybe,951
952,Don't know,Some of them,Yes,No,Maybe,952
953,Don't know,Some of them,No,No,No,953
954,Yes,Some of them,Yes,Maybe,Maybe,954
955,Yes,Some of them,Yes,Yes,Yes,955
956,Don't know,No,No,No,No,956
957,Yes,Yes,Some of them,No,Maybe,957
958,Don't know,Some of them,Some of them,No,Maybe,958
959,Don't know,Some of them,Yes,Maybe,Maybe,959
960,Don't know,No,Yes,No,Maybe,960
961,Yes,Some of them,Yes,Yes,Yes,961
962,Don't know,Yes,No,No,Maybe,962
963,Don't know,Some of them,Some of them,No,Maybe,963
964,Don't know,No,Some of them,No,Maybe,964
965,No,Some of them,Some of them,No,Maybe,965
966,Don't know,Some of them,Yes,No,Maybe,966
967,Don't know,Yes,Yes,No,No,967
968,Don't know,Some of them,No,No,Maybe,968
969,Yes,Some of them,Yes,No,No,969
970,Don't know,No,No,No,Maybe,970
971,No,No,No,No,No,971
972,Don't know,Yes,Yes,No,Maybe,972
973,Yes,Yes,Yes,No,No,973
974,Don't know,Some of them,Yes,Maybe,Yes,974
975,Don't know,Some of them,Some of them,Maybe,Maybe,975
976,Yes,Some of them,Some of them,No,Maybe,976
977,Yes,No,Some of them,No,Maybe,977
978,No,No,No,No,No,978
979,Don't know,Yes,Yes,No,No,979
980,Don't know,Some of them,Yes,No,Maybe,980
981,Yes,Some of them,Some of them,Maybe,Maybe,981
982,No,Some of them,No,No,No,982
983,Don't know,Some of them,Some of them,No,Yes,983
984,Yes,Yes,Yes,Maybe,Maybe,984
985,Don't know,Yes,Yes,No,Yes,985
986,Don't know,No,No,No,No,986
987,No,No,No,No,Yes,987
988,Yes,No,No,No,Maybe,988
989,Yes,Yes,Yes,Yes,Yes,989
990,Yes,Some of them,Yes,No,No,990
991,Don't know,Yes,Yes,No,No,991
992,Yes,Some of them,No,No,No,992
993,Yes,No,No,No,No,993
994,Don't know,No,No,No,Maybe,994
995,Don't know,Some of them,Yes,No,No,995
996,Yes,Some of them,Yes,No,No,996
997,Don't know,No,No,No,No,997
998,Don't know,No,No,No,No,998
999,Don't know,No,No,No,No,999
1000,Yes,Yes,Yes,Maybe,Maybe,1000
1001,Don't know,Some of them,Yes,No,Maybe,1001
1002,Yes,Yes,Yes,Maybe,Maybe,1002
1003,Don't know,Some of them,No,Maybe,Maybe,1003
1004,Yes,Some of them,Some of them,No,Maybe,1004
1005,Don't know,Yes,Yes,No,No,1005
1006,Yes,Yes,Yes,Yes,Yes,1006
1007,Don't know,Some of them,No,No,Maybe,1007
1008,Yes,Some of them,Yes,Maybe,Yes,1008
1009,Don't know,No,No,No,No,1009
1010,Yes,No,Yes,No,No,1010
1011,Yes,No,Some of them,No,No,1011
1012,Don't know,Some of them,Some of them,No,No,1012
1013,Don't know,Some of them,Yes,No,No,1013
1014,Yes,Some of them,Some of them,No,Maybe,1014
1015,Yes,Some of them,Yes,Maybe,Yes,1015
1016,Don't know,Yes,Yes,No,Maybe,1016
1017,Don't know,Some of them,Some of them,No,No,1017
1018,Don't know,Some of them,No,No,Maybe,1018
1019,Don't know,Some of them,Some of them,No,Yes,1019
1020,Don't know,Some of them,Some of them,No,Maybe,1020
1021,Yes,Some of them,Some of them,No,No,1021
1022,Don't know,Yes,Yes,No,Maybe,1022
1023,Don't know,No,No,No,Maybe,1023
1024,Don't know,Some of them,Some of them,No,Maybe,1024
1025,Don't know,Some of them,Some of them,No,No,1025
1026,Don't know,Some of them,Yes,Maybe,No,1026
1027,Don't know,Some of them,Yes,Maybe,Maybe,1027
1028,Don't know,No,No,No,No,1028
1029,Don't know,Some of them,Yes,No,No,1029
1030,Don't know,Some of them,Yes,No,No,1030
1031,Yes,Yes,Yes,Maybe,Maybe,1031
1032,Don't know,Some of them,Some of them,No,Maybe,1032
1033,No,No,No,No,Yes,1033
1034,Don't know,No,No,No,Maybe,1034
1035,Don't know,No,Some of them,No,No,1035
1036,Yes,Yes,Yes,No,Maybe,1036
1037,Yes,Some of them,No,No,No,1037
1038,Don't know,Some of them,Yes,No,Maybe,1038
1039,Don't know,No,No,No,No,1039
1040,Don't know,Some of them,Some of them,No,Maybe,1040
1041,Yes,Some of them,Yes,No,No,1041
1042,Don't know,No,No,No,Maybe,1042
1043,Yes,Some of them,No,No,Maybe,1043
1044,Don't know,Some of them,No,No,Yes,1044
1045,Yes,Some of them,No,No,Maybe,1045
1046,Don't know,Some of them,Yes,No,No,1046
1047,Don't know,Some of them,Some of them,No,No,1047
1048,Yes,Some of them,Some of them,No,No,1048
1049,Yes,Yes,Yes,No,Maybe,1049
1050,Don't know,Some of them,Yes,No,Maybe,1050
1051,Don't know,No,Some of them,No,Maybe,1051
1052,Yes,Some of them,Some of them,No,Maybe,1052
1053,Don't know,Some of them,Some of them,No,No,1053
1054,Don't know,Some of them,No,No,Maybe,1054
1055,Yes,Some of them,Yes,No,No,1055
1056,Don't know,Some of them,Yes,Maybe,Maybe,1056
1057,No,Some of them,Yes,No,Maybe,1057
1058,Don't know,Some of them,No,No,Maybe,1058
1059,Yes,Some of them,Some of them,No,Yes,1059
1060,Don't know,Some of them,Yes,Maybe,Maybe,1060
1061,Yes,Some of them,No,No,Maybe,1061
1062,Yes,No,No,No,No,1062
1063,Don't know,Some of them,No,No,Maybe,1063
1064,Don't know,Yes,Yes,No,No,1064
1065,Yes,Some of them,Yes,No,Maybe,1065
1066,Don't know,No,Some of them,No,Maybe,1066
1067,Don't know,No,Yes,No,No,1067
1068,Yes,Some of them,Yes,No,Maybe,1068
1069,Don't know,Some of them,No,No,Maybe,1069
1070,Don't know,Some of them,Some of them,No,Maybe,1070
1071,Don't know,No,No,No,No,1071
1072,Don't know,Some of them,No,No,No,1072
1073,Don't know,Some of them,Yes,No,No,1073
1074,Don't know,Some of them,No,No,Maybe,1074
1075,Yes,No,No,No,Maybe,1075
1076,Don't know,Some of them,Some of them,No,Maybe,1076
1077,Yes,Yes,Some of them,No,Maybe,1077
1078,Don't know,No,No,No,Maybe,1078
1079,Yes,Some of them,Yes,No,Maybe,1079
1080,Yes,Yes,Yes,No,Maybe,1080
1081,Don't know,Yes,Yes,Maybe,No,1081
1082,Don't know,No,No,No,Maybe,1082
1083,Don't know,Some of them,Some of them,No,No,1083
1084,Yes,Some of them,Some of them,No,Maybe,1084
1085,Yes,Yes,Yes,Maybe,Maybe,1085
1086,Don't know,Yes,Yes,No,No,1086
1087,Don't know,Some of them,No,No,No,1087
1088,Yes,Some of them,Yes,No,Maybe,1088
1089,Don't know,Some of them,Some of them,No,No,1089
1090,Yes,Some of them,Some of them,No,Maybe,1090
1091,Don't know,Some of them,Some of them,No,Maybe,1091
1092,Don't know,Yes,Yes,No,Yes,1092
1093,Yes,No,No,No,No,1093
1094,Yes,No,Yes,No,No,1094
1095,No,No,No,No,No,1095
1096,Don't know,Yes,Yes,Maybe,Yes,1096
1097,Don't know,Some of them,Some of them,No,Maybe,1097
1098,Yes,Some of them,Yes,No,Maybe,1098
1099,Don't know,Yes,Some of them,No,No,1099
1100,Don't know,Some of them,Yes,Maybe,Yes,1100
1101,Don't know,Some of them,No,No,Maybe,1101
1102,No,No,No,No,Maybe,1102
1103,Don't know,Yes,Some of them,No,No,1103
1104,Don't know,Some of them,No,No,Maybe,1104
1105,Don't know,No,Some of them,No,Maybe,1105
1106,Don't know,Some of them,Yes,No,No,1106
1107,Don't know,Yes,Yes,Maybe,Yes,1107
1108,Don't know,No,No,No,Maybe,1108
1109,No,Some of them,Some of them,Maybe,Maybe,1109
1110,Yes,Some of them,Yes,Maybe,Maybe,1110
1111,Yes,Yes,Some of them,No,Yes,1111
1112,Don't know,Some of them,No,Maybe,Yes,1112
1113,Don't know,Yes,Yes,Maybe,Yes,1113
1114,Don't know,Some of them,Some of them,No,Maybe,1114
1115,Yes,No,No,No,Maybe,1115
1116,Don't know,Yes,Some of them,No,Maybe,1116
1117,Don't know,No,Some of them,No,Maybe,1117
1118,Yes,No,Yes,No,Yes,1118
1119,Don't know,No,No,No,No,1119
1120,Yes,Some of them,Yes,No,Yes,1120
1121,Don't know,Some of them,Some of them,No,No,1121
1122,Don't know,Some of them,Some of them,No,Maybe,1122
1123,Don't know,Some of them,Some of them,No,Maybe,1123
1124,Yes,No,No,No,No,1124
1125,Don't know,Yes,Yes,Maybe,Yes,1125
1126,Don't know,Some of them,Some of them,Maybe,Maybe,1126
1127,Yes,Yes,Yes,Yes,Yes,1127
1128,Yes,Some of them,Yes,No,Maybe,1128
1129,Yes,No,No,No,Yes,1129
1130,Don't know,Some of them,Some of them,No,Yes,1130
1131,Don't know,No,No,No,No,1131
1132,Yes,Some of them,No,No,No,1132
1133,No,No,No,No,Maybe,1133
1134,No,No,No,No,Maybe,1134
1135,Yes,Yes,Yes,Maybe,Maybe,1135
1136,Yes,Some of them,Yes,No,Maybe,1136
1137,Don't know,Some of them,Some of them,Maybe,Maybe,1137
1138,Don't know,No,No,No,No,1138
1139,Don't know,Some of them,No,No,No,1139
1140,Yes,Yes,Yes,Yes,Yes,1140
1141,Don't know,No,No,No,Yes,1141
1142,Don't know,No,No,No,No,1142
1143,Yes,No,No,No,Yes,1143
1144,Yes,Yes,Yes,No,Yes,1144
1145,Don't know,No,No,No,No,1145
1146,Don't know,Some of them,Yes,Maybe,Yes,1146
1147,Yes,Some of them,Yes,Maybe,Maybe,1147
1148,Don't know,No,Some of them,No,Yes,1148
1149,Don't know,No,Some of them,No,Maybe,1149
1150,Yes,Some of them,Some of them,No,No,1150
1151,Don't know,Some of them,No,No,Maybe,1151
1152,Don't know,Yes,Yes,No,Maybe,1152
1153,Yes,Some of them,Yes,Maybe,Maybe,1153
1154,Don't know,Some of them,Some of them,No,Maybe,1154
1155,Don't know,Yes,Yes,Maybe,Maybe,1155
1156,Don't know,Some of them,Some of them,No,No,1156
1157,Don't know,Some of them,Some of them,No,No,1157
1158,Don't know,No,No,No,No,1158
1159,Don't know,No,No,No,No,1159
1160,Don't know,Some of them,Some of them,No,Maybe,1160
1161,Don't know,Some of them,No,No,No,1161
1162,Don't know,No,No,No,No,1162
1163,Don't know,Some of them,Some of them,Maybe,Maybe,1163
1164,Yes,Some of them,Some of them,No,Maybe,1164
1165,Don't know,Yes,Yes,No,No,1165
1166,Don't know,Some of them,No,No,Maybe,1166
1167,Don't know,Some of them,Some of them,No,Yes,1167
1168,No,No,No,No,Maybe,1168
1169,Don't know,Some of them,No,No,No,1169
1170,Don't know,Some of them,Yes,Maybe,Yes,1170
1171,Don't know,No,No,No,No,1171
1172,Yes,Yes,Yes,No,Maybe,1172
1173,Don't know,Yes,Yes,Yes,Yes,1173
1174,Don't know,Some of them,No,No,Maybe,1174
1175,Don't know,Some of them,Yes,No,No,1175
1176,Don't know,No,No,No,Maybe,1176
1177,Don't know,Some of them,Yes,No,Yes,1177
1178,Don't know,Some of them,Some of them,Maybe,Maybe,1178
1179,Don't know,Yes,Some of them,Maybe,No,1179
1180,Yes,Some of them,No,No,No,1180
1181,Yes,Some of them,No,No,Maybe,1181
1182,Don't know,Some of them,Yes,No,No,1182
1183,Yes,Some of them,Some of them,No,No,1183
1184,Don't know,Some of them,Some of them,No,No,1184
1185,Don't know,Some of them,Yes,No,No,1185
1186,Don't know,No,No,No,No,1186
1187,Don't know,Some of them,Some of them,No,No,1187
1188,Yes,Some of them,Some of them,No,No,1188
1189,Yes,Some of them,No,No,No,1189
1190,Yes,Some of them,Some of them,No,No,1190
1191,Yes,No,No,No,Maybe,1191
1192,Don't know,Some of them,Yes,No,Yes,1192
1193,Yes,Some of them,Yes,Yes,Maybe,1193
1194,Don't know,Some of them,Yes,Yes,Yes,1194
1195,Yes,Some of them,Some of them,No,No,1195
1196,No,Some of them,No,No,Maybe,1196
1197,Don't know,Some of them,Yes,No,Maybe,1197
1198,Don't know,Some of them,No,No,No,1198
1199,Don't know,Some of them,Yes,No,No,1199
1200,Don't know,No,No,No,Maybe,1200
1201,Don't know,Some of them,No,No,No,1201
1202,No,Yes,Yes,No,Maybe,1202
1203,Don't know,Some of them,Yes,No,Maybe,1203
1204,Don't know,Some of them,Yes,No,No,1204
1205,Don't know,Some of them,Yes,No,Maybe,1205
1206,Don't know,Some of them,Yes,Maybe,Yes,1206
1207,No,Some of them,Yes,No,No,1207
1208,Don't know,Some of them,Yes,Maybe,Maybe,1208
1209,Don't know,No,No,No,Maybe,1209
1210,Don't know,No,No,No,No,1210
