company_id,no_of_employees,tech_company,benefits,care_options,wellness_program,leave,mental_vs_physical,survey_id
431,6-25,Yes,No,No,No,Very easy,Yes,431
432,1-5,Yes,No,No,No,Somewhat easy,Don't know,432
433,26-100,Yes,Don't know,No,No,Don't know,Don't know,433
434,26-100,Yes,Don't know,Not sure,No,Somewhat difficult,Don't know,434
435,6-25,Yes,Don't know,No,No,Don't know,Don't know,435
436,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,436
437,100-500,Yes,Don't know,Not sure,Don't know,Very easy,Don't know,437
438,26-100,Yes,Yes,Yes,No,Don't know,Don't know,438
439,1-5,Yes,Yes,Yes,Yes,Somewhat easy,Yes,439
440,6-25,Yes,No,No,No,Don't know,No,440
441,More than 1000,Yes,Yes,No,Yes,Somewhat easy,Don't know,441
442,More than 1000,Yes,Yes,Yes,Yes,Don't know,Yes,442
443,100-500,Yes,Yes,No,Don't know,Don't know,Yes,443
444,6-25,Yes,Yes,Yes,No,Very easy,Yes,444
445,More than 1000,Yes,Yes,No,No,Don't know,No,445
446,More than 1000,Yes,Yes,Not sure,Don't know,Don't know,Don't know,446
447,100-500,Yes,Yes,Yes,No,Somewhat difficult,No,447
448,26-100,Yes,Yes,Yes,Yes,Don't know,Don't know,448
449,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,449
450,6-25,Yes,Yes,Yes,No,Very easy,Yes,450
451,More than 1000,Yes,Yes,Yes,Yes,Don't know,Yes,451
452,More than 1000,Yes,Yes,Yes,Yes,Very difficult,No,452
453,6-25,Yes,Don't know,Not sure,No,Don't know,Don't know,453
454,100-500,Yes,Don't know,Not sure,No,Don't know,Don't know,454
455,More than 1000,Yes,Don't know,No,No,Somewhat easy,Don't know,455
456,6-25,Yes,No,Yes,No,Somewhat easy,No,456
457,100-500,Yes,Yes,No,No,Don't know,Don't know,457
458,6-25,Yes,No,No,No,Don't know,Yes,458
459,500-1000,Yes,Yes,No,No,Don't know,Don't know,459
460,26-100,Yes,Don't know,No,Don't know,Don't know,Yes,460
461,500-1000,Yes,Yes,Not sure,Yes,Very easy,Yes,461
462,6-25,Yes,No,Yes,No,Somewhat easy,Don't know,462
463,26-100,Yes,Don't know,Not sure,No,Somewhat difficult,No,463
464,6-25,Yes,Don't know,No,Yes,Somewhat easy,Yes,464
465,26-100,Yes,No,No,No,Somewhat easy,Yes,465
466,More than 1000,Yes,Yes,Yes,No,Don't know,No,466
467,More than 1000,Yes,No,No,No,Very difficult,No,467
468,6-25,Yes,No,Yes,No,Don't know,No,468
469,100-500,Yes,Yes,Yes,No,Don't know,Don't know,469
470,100-500,Yes,Yes,Yes,Yes,Very easy,Yes,470
471,More than 1000,Yes,Yes,Yes,Yes,Somewhat easy,Yes,471
472,6-25,Yes,Don't know,No,No,Very difficult,No,472
473,More than 1000,Yes,Yes,Yes,No,Don't know,No,473
474,6-25,Yes,Don't know,No,No,Very difficult,Don't know,474
475,More than 1000,Yes,Yes,Not sure,Yes,Don't know,Don't know,475
476,6-25,Yes,No,Not sure,No,Somewhat difficult,No,476
477,26-100,Yes,Don't know,No,Don't know,Don't know,Don't know,477
478,500-1000,No,Don't know,No,No,Very easy,Don't know,478
479,100-500,Yes,Don't know,Not sure,No,Don't know,Don't know,479
480,26-100,No,Don't know,Not sure,Don't know,Don't know,Yes,480
481,More than 1000,Yes,Yes,Yes,Yes,Somewhat easy,Don't know,481
482,1-5,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,482
483,6-25,Yes,Yes,Yes,No,Don't know,Don't know,483
484,6-25,Yes,Don't know,No,No,Don't know,Don't know,484
485,26-100,No,No,Yes,Don't know,Somewhat easy,No,485
486,26-100,Yes,Don't know,Not sure,No,Don't know,Don't know,486
487,1-5,Yes,No,Yes,No,Very easy,Yes,487
488,6-25,Yes,No,No,No,Very easy,Yes,488
489,6-25,No,No,No,No,Don't know,No,489
490,More than 1000,Yes,Yes,Not sure,Don't know,Don't know,Yes,490
491,100-500,No,Don't know,Not sure,No,Don't know,Don't know,491
492,26-100,Yes,No,No,No,Somewhat difficult,No,492
493,1-5,Yes,No,No,Don't know,Don't know,Don't know,493
494,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,494
495,More than 1000,Yes,Yes,Not sure,Don't know,Don't know,Yes,495
496,More than 1000,No,Yes,Not sure,No,Somewhat difficult,No,496
497,1-5,Yes,Don't know,Not sure,No,Somewhat difficult,No,497
498,More than 1000,No,No,Yes,Yes,Very easy,No,498
499,6-25,Yes,Don't know,Not sure,Don't know,Somewhat easy,Yes,499
500,26-100,Yes,Yes,Yes,No,Don't know,No,500
501,More than 1000,Yes,No,No,No,Don't know,No,501
502,26-100,Yes,No,Not sure,No,Don't know,Don't know,502
503,More than 1000,No,Don't know,Not sure,Don't know,Don't know,Don't know,503
504,100-500,Yes,No,Yes,No,Don't know,No,504
505,More than 1000,Yes,Yes,Yes,Yes,Don't know,Yes,505
506,100-500,No,Yes,No,Yes,Very difficult,No,506
507,6-25,Yes,Yes,No,No,Don't know,Yes,507
508,More than 1000,Yes,Yes,Yes,Yes,Very easy,Yes,508
509,More than 1000,Yes,Yes,Not sure,Yes,Don't know,Yes,509
510,500-1000,Yes,Yes,Yes,Yes,Very easy,Don't know,510
511,6-25,Yes,No,No,No,Somewhat easy,Yes,511
512,More than 1000,Yes,Don't know,Not sure,No,Don't know,Don't know,512
513,26-100,Yes,Yes,Yes,Yes,Very easy,Yes,513
514,More than 1000,Yes,Yes,Not sure,Yes,Don't know,No,514
515,6-25,Yes,Don't know,No,No,Don't know,Don't know,515
516,500-1000,Yes,Yes,Not sure,Yes,Don't know,Yes,516
517,More than 1000,No,Yes,Yes,Yes,Very easy,No,517
518,6-25,Yes,Yes,Yes,No,Very easy,No,518
519,26-100,Yes,No,Yes,No,Very easy,No,519
520,More than 1000,Yes,Yes,Yes,Don't know,Don't know,Yes,520
521,More than 1000,No,Don't know,Not sure,Don't know,Don't know,Don't know,521
522,More than 1000,No,No,No,No,Don't know,No,522
523,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,523
524,1-5,Yes,Don't know,Yes,Don't know,Somewhat difficult,Yes,524
525,500-1000,Yes,Yes,Yes,Yes,Very easy,Yes,525
526,1-5,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,526
527,26-100,Yes,No,Yes,Yes,Somewhat difficult,Don't know,527
528,6-25,Yes,Yes,Yes,No,Very easy,Yes,528
529,100-500,Yes,Don't know,Not sure,Don't know,Don't know,Yes,529
530,6-25,Yes,No,No,No,Don't know,Don't know,530
531,100-500,Yes,Yes,Yes,Yes,Somewhat easy,No,531
532,1-5,Yes,No,No,No,Very difficult,No,532
533,6-25,Yes,Don't know,No,No,Very easy,Yes,533
534,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,534
535,6-25,Yes,No,Yes,No,Somewhat difficult,No,535
536,26-100,Yes,Yes,Yes,Yes,Somewhat easy,No,536
537,More than 1000,Yes,Don't know,No,No,Don't know,No,537
538,6-25,Yes,Don't know,No,No,Don't know,Don't know,538
539,500-1000,Yes,Yes,Yes,No,Don't know,No,539
540,100-500,No,Don't know,No,No,Somewhat difficult,No,540
541,100-500,Yes,Yes,Yes,No,Somewhat easy,Yes,541
542,6-25,Yes,Don't know,No,No,Don't know,Yes,542
543,100-500,Yes,Yes,No,No,Don't know,No,543
544,100-500,Yes,No,Not sure,No,Somewhat difficult,No,544
545,6-25,Yes,Don't know,Not sure,No,Very easy,Yes,545
546,26-100,Yes,Don't know,Not sure,Don't know,Very easy,Yes,546
547,More than 1000,Yes,Yes,No,No,Somewhat difficult,No,547
548,More than 1000,Yes,Yes,Yes,Yes,Don't know,Yes,548
549,26-100,Yes,No,No,Don't know,Somewhat easy,Don't know,549
550,500-1000,No,Don't know,Not sure,No,Don't know,Don't know,550
551,6-25,Yes,No,No,No,Very easy,Don't know,551
552,1-5,Yes,No,No,No,Don't know,Yes,552
553,26-100,Yes,No,Yes,Yes,Somewhat easy,Yes,553
554,100-500,Yes,No,No,No,Somewhat easy,Don't know,554
555,More than 1000,No,Don't know,Not sure,Don't know,Don't know,Don't know,555
556,More than 1000,Yes,Yes,Yes,Yes,Very easy,Yes,556
557,26-100,Yes,Don't know,No,Don't know,Don't know,Don't know,557
558,6-25,Yes,No,Not sure,No,Somewhat easy,Yes,558
559,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Yes,559
560,6-25,No,No,No,No,Very easy,Yes,560
561,100-500,Yes,Don't know,No,No,Don't know,Yes,561
562,More than 1000,Yes,Don't know,Not sure,Don't know,Very easy,Yes,562
563,26-100,Yes,Don't know,Not sure,No,Don't know,Don't know,563
564,26-100,Yes,No,No,No,Somewhat difficult,No,564
565,More than 1000,Yes,Yes,Yes,No,Somewhat difficult,No,565
566,500-1000,Yes,Yes,Not sure,Yes,Don't know,Don't know,566
567,More than 1000,Yes,Yes,No,No,Somewhat easy,Don't know,567
568,More than 1000,Yes,Yes,Not sure,Don't know,Somewhat easy,No,568
569,100-500,Yes,Don't know,No,No,Don't know,Don't know,569
570,1-5,Yes,No,Yes,No,Don't know,Yes,570
571,More than 1000,Yes,Yes,Yes,Yes,Somewhat easy,Don't know,571
572,500-1000,Yes,Don't know,Not sure,Don't know,Don't know,Yes,572
573,26-100,Yes,Yes,Yes,No,Somewhat difficult,No,573
574,26-100,Yes,No,Yes,No,Don't know,No,574
575,26-100,Yes,Don't know,No,No,Somewhat easy,Yes,575
576,26-100,Yes,Don't know,No,Don't know,Don't know,Don't know,576
577,6-25,Yes,Don't know,Not sure,No,Very easy,Yes,577
578,26-100,Yes,Yes,Yes,No,Very difficult,No,578
579,26-100,No,Yes,No,No,Don't know,Don't know,579
580,More than 1000,Yes,Yes,No,No,Don't know,Don't know,580
581,100-500,Yes,Don't know,No,No,Don't know,Don't know,581
582,More than 1000,No,Yes,Not sure,Yes,Somewhat difficult,Don't know,582
583,6-25,Yes,No,Yes,No,Very easy,Yes,583
584,1-5,Yes,No,No,No,Don't know,No,584
585,26-100,No,Don't know,Not sure,No,Somewhat easy,Don't know,585
586,100-500,Yes,No,No,No,Don't know,No,586
587,26-100,Yes,Yes,Yes,Yes,Don't know,Don't know,587
588,6-25,Yes,No,No,No,Somewhat easy,Don't know,588
589,6-25,Yes,No,Yes,No,Somewhat easy,Don't know,589
590,26-100,Yes,Yes,Yes,No,Don't know,Don't know,590
591,26-100,Yes,Don't know,No,No,Somewhat difficult,Don't know,591
592,1-5,Yes,No,No,No,Don't know,Don't know,592
593,More than 1000,Yes,Yes,Not sure,Yes,Don't know,No,593
594,100-500,Yes,Yes,Yes,Yes,Don't know,Yes,594
595,100-500,Yes,Yes,Not sure,Don't know,Don't know,Yes,595
596,100-500,Yes,Yes,Not sure,No,Somewhat difficult,No,596
597,26-100,Yes,Don't know,No,No,Don't know,Don't know,597
598,500-1000,Yes,Don't know,Not sure,Don't know,Don't know,Yes,598
599,100-500,Yes,No,No,No,Somewhat difficult,No,599
600,100-500,Yes,Yes,Yes,Yes,Don't know,Don't know,600
601,6-25,Yes,No,No,Yes,Very easy,Yes,601
602,100-500,No,Yes,Not sure,No,Somewhat difficult,No,602
603,1-5,No,No,Yes,No,Somewhat difficult,Yes,603
604,More than 1000,Yes,Yes,Not sure,Don't know,Don't know,No,604
605,100-500,Yes,No,Yes,No,Don't know,No,605
606,1-5,Yes,Don't know,No,No,Don't know,Don't know,606
607,26-100,No,Don't know,Not sure,No,Don't know,No,607
608,26-100,Yes,Don't know,No,No,Don't know,Yes,608
609,1-5,Yes,No,No,No,Don't know,Don't know,609
610,6-25,Yes,No,Yes,No,Somewhat easy,Yes,610
611,6-25,No,No,Yes,No,Very easy,Yes,611
612,More than 1000,No,Don't know,No,No,Don't know,No,612
613,26-100,Yes,Don't know,Not sure,No,Somewhat easy,No,613
614,More than 1000,Yes,Yes,No,No,Very easy,Don't know,614
615,6-25,Yes,No,Not sure,No,Somewhat difficult,Yes,615
616,26-100,Yes,Yes,No,Yes,Don't know,Yes,616
617,100-500,No,Yes,Yes,No,Very difficult,No,617
618,26-100,Yes,No,Not sure,No,Don't know,Don't know,618
619,100-500,Yes,Yes,Yes,No,Very easy,Yes,619
620,100-500,Yes,Don't know,No,No,Somewhat easy,Don't know,620
621,1-5,Yes,Don't know,Not sure,No,Don't know,No,621
622,26-100,Yes,Yes,Yes,No,Very easy,Don't know,622
623,More than 1000,Yes,Yes,Yes,Yes,Somewhat easy,Don't know,623
624,100-500,Yes,Don't know,No,No,Don't know,Don't know,624
625,500-1000,Yes,Yes,Yes,Yes,Somewhat difficult,No,625
626,100-500,No,Yes,Yes,No,Somewhat difficult,No,626
627,6-25,Yes,No,Yes,No,Somewhat easy,No,627
628,26-100,Yes,No,Yes,No,Very difficult,No,628
629,26-100,Yes,Yes,Not sure,No,Don't know,Don't know,629
630,100-500,Yes,No,No,No,Don't know,Don't know,630
631,6-25,Yes,Yes,Yes,No,Don't know,Don't know,631
632,6-25,Yes,No,No,No,Very easy,Yes,632
633,100-500,Yes,Yes,Yes,No,Somewhat easy,Yes,633
634,100-500,No,Don't know,No,Yes,Very easy,Yes,634
635,26-100,Yes,No,No,No,Somewhat easy,Don't know,635
636,6-25,Yes,No,No,No,Somewhat easy,Yes,636
637,26-100,Yes,No,No,No,Somewhat easy,Yes,637
638,1-5,Yes,Yes,Not sure,No,Very easy,Yes,638
639,1-5,Yes,No,Yes,Yes,Somewhat difficult,No,639
640,26-100,Yes,Yes,Yes,No,Very easy,Yes,640
641,26-100,Yes,No,No,No,Very easy,Don't know,641
642,More than 1000,No,Yes,Yes,Yes,Somewhat difficult,No,642
643,26-100,Yes,Yes,Yes,No,Somewhat difficult,Don't know,643
644,100-500,No,Yes,No,No,Don't know,Don't know,644
645,6-25,Yes,No,No,No,Don't know,Don't know,645
646,26-100,Yes,No,No,No,Don't know,No,646
647,26-100,Yes,No,No,No,Very easy,Don't know,647
648,100-500,No,No,Yes,Yes,Somewhat easy,Don't know,648
649,6-25,Yes,No,No,No,Don't know,Don't know,649
650,More than 1000,No,Don't know,No,Yes,Don't know,Don't know,650
651,100-500,Yes,Don't know,Not sure,Don't know,Don't know,No,651
652,1-5,Yes,Don't know,Not sure,No,Very easy,Don't know,652
653,500-1000,No,Don't know,No,Yes,Don't know,Don't know,653
654,500-1000,No,Yes,Not sure,Yes,Very easy,Yes,654
655,6-25,Yes,No,No,No,Don't know,Don't know,655
656,1-5,Yes,No,No,No,Somewhat difficult,Yes,656
657,1-5,Yes,No,No,No,Don't know,Don't know,657
658,More than 1000,Yes,Yes,Yes,No,Don't know,Yes,658
659,6-25,Yes,Don't know,No,No,Somewhat easy,Don't know,659
660,More than 1000,Yes,Yes,Yes,Yes,Somewhat easy,Yes,660
661,1-5,Yes,Don't know,No,No,Don't know,Don't know,661
662,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,662
663,1-5,Yes,No,No,No,Somewhat difficult,Yes,663
664,More than 1000,No,Don't know,No,No,Very easy,Don't know,664
665,26-100,Yes,No,No,Don't know,Very difficult,No,665
666,1-5,Yes,Don't know,No,Don't know,Very easy,Yes,666
667,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,667
668,26-100,Yes,No,No,No,Don't know,Don't know,668
669,100-500,Yes,Don't know,No,No,Don't know,Don't know,669
670,26-100,Yes,No,Not sure,No,Somewhat difficult,Don't know,670
671,6-25,Yes,Don't know,Not sure,No,Don't know,Don't know,671
672,100-500,Yes,Yes,Not sure,Don't know,Somewhat easy,Yes,672
673,100-500,Yes,Don't know,No,Don't know,Don't know,Yes,673
674,26-100,Yes,Don't know,No,No,Don't know,No,674
675,26-100,No,Don't know,Not sure,No,Don't know,Don't know,675
676,26-100,Yes,No,No,No,Don't know,Don't know,676
677,6-25,Yes,Don't know,No,No,Don't know,Don't know,677
678,1-5,Yes,No,Yes,No,Very easy,Yes,678
679,1-5,Yes,Yes,Not sure,No,Very easy,Yes,679
680,26-100,Yes,No,No,No,Somewhat easy,Don't know,680
681,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,681
682,26-100,No,Don't know,Not sure,No,Somewhat difficult,No,682
683,More than 1000,No,Yes,Yes,Yes,Somewhat easy,Don't know,683
684,6-25,Yes,No,No,No,Don't know,Don't know,684
685,More than 1000,Yes,Don't know,Not sure,No,Don't know,Don't know,685
686,More than 1000,Yes,Yes,Yes,Yes,Somewhat easy,Yes,686
687,100-500,Yes,Yes,Not sure,Yes,Somewhat easy,Yes,687
688,26-100,Yes,Don't know,No,No,Don't know,Don't know,688
689,6-25,Yes,Don't know,Not sure,Yes,Very easy,Yes,689
690,6-25,Yes,Yes,No,No,Somewhat easy,Don't know,690
691,1-5,Yes,No,No,No,Somewhat easy,Yes,691
692,26-100,Yes,Don't know,No,No,Somewhat easy,Don't know,692
693,More than 1000,Yes,Yes,Not sure,Don't know,Somewhat easy,Don't know,693
694,6-25,Yes,No,No,No,Don't know,No,694
695,26-100,No,Yes,Yes,No,Very easy,Yes,695
696,100-500,Yes,No,No,No,Somewhat easy,No,696
697,More than 1000,No,No,Yes,No,Very difficult,No,697
698,500-1000,Yes,Don't know,No,No,Don't know,Yes,698
699,6-25,Yes,No,No,No,Somewhat difficult,Don't know,699
700,100-500,No,Yes,No,No,Don't know,Don't know,700
701,1-5,Yes,No,Yes,Yes,Very difficult,Yes,701
702,100-500,Yes,Yes,Yes,Don't know,Don't know,Don't know,702
703,26-100,No,Yes,Yes,Yes,Somewhat easy,Yes,703
704,26-100,No,Yes,Not sure,No,Somewhat easy,No,704
705,100-500,Yes,Don't know,No,No,Don't know,No,705
706,26-100,Yes,Don't know,Not sure,No,Don't know,No,706
707,1-5,Yes,Don't know,Not sure,Don't know,Very easy,Don't know,707
708,26-100,Yes,Don't know,Not sure,No,Don't know,Don't know,708
709,26-100,Yes,Yes,Yes,No,Very easy,Yes,709
710,6-25,Yes,No,No,No,Somewhat easy,Don't know,710
711,6-25,Yes,Don't know,Not sure,Don't know,Don't know,Yes,711
712,100-500,Yes,Don't know,No,No,Very easy,Don't know,712
713,6-25,Yes,Yes,Yes,No,Don't know,No,713
714,1-5,Yes,Yes,Yes,Don't know,Very difficult,No,714
715,26-100,No,No,No,No,Somewhat difficult,Don't know,715
716,500-1000,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,716
717,6-25,Yes,Yes,Yes,Yes,Somewhat easy,Yes,717
718,6-25,Yes,No,No,No,Very easy,Yes,718
719,26-100,Yes,Yes,Not sure,No,Don't know,Don't know,719
720,6-25,Yes,Don't know,No,No,Don't know,Don't know,720
721,More than 1000,No,Don't know,No,No,Very difficult,No,721
722,1-5,Yes,No,Yes,No,Somewhat difficult,Don't know,722
723,6-25,Yes,Don't know,No,Yes,Don't know,No,723
724,1-5,No,No,Yes,No,Don't know,Don't know,724
725,100-500,Yes,No,No,No,Don't know,No,725
726,6-25,Yes,Don't know,No,No,Very easy,No,726
727,26-100,Yes,Don't know,No,No,Very difficult,No,727
728,More than 1000,No,Don't know,Not sure,Don't know,Don't know,No,728
729,1-5,Yes,No,No,No,Very difficult,No,729
730,6-25,Yes,No,No,No,Don't know,No,730
731,26-100,Yes,No,No,Yes,Don't know,Don't know,731
732,6-25,Yes,Don't know,Not sure,No,Very easy,Don't know,732
733,26-100,No,Yes,Yes,Yes,Don't know,Don't know,733
734,100-500,Yes,Don't know,Not sure,No,Somewhat easy,Yes,734
735,100-500,No,No,Not sure,No,Very easy,No,735
736,More than 1000,No,Yes,Yes,Don't know,Don't know,Don't know,736
737,26-100,Yes,Don't know,Not sure,No,Don't know,Don't know,737
738,6-25,Yes,No,No,No,Don't know,Yes,738
739,More than 1000,No,Don't know,No,Don't know,Don't know,Don't know,739
740,26-100,Yes,No,Yes,No,Very easy,Yes,740
741,6-25,Yes,No,Yes,No,Very difficult,No,741
742,100-500,Yes,No,No,No,Very easy,Yes,742
743,26-100,Yes,Yes,Yes,No,Somewhat easy,Don't know,743
744,100-500,Yes,Yes,Yes,No,Very difficult,Don't know,744
745,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,745
746,6-25,Yes,Yes,Not sure,No,Very easy,Yes,746
747,6-25,Yes,No,No,No,Somewhat difficult,No,747
748,6-25,Yes,Yes,Yes,Yes,Very easy,Yes,748
749,26-100,Yes,Don't know,Not sure,No,Somewhat difficult,Don't know,749
750,26-100,Yes,Yes,Yes,No,Very easy,Don't know,750
751,More than 1000,Yes,Don't know,Not sure,Yes,Very easy,Yes,751
752,100-500,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,752
753,6-25,Yes,No,No,No,Very easy,Yes,753
754,More than 1000,Yes,Yes,Yes,Yes,Very easy,Yes,754
755,26-100,No,Don't know,No,No,Don't know,Don't know,755
756,26-100,No,Yes,Not sure,No,Don't know,Don't know,756
757,More than 1000,Yes,Yes,No,Yes,Somewhat difficult,No,757
758,26-100,Yes,No,No,No,Somewhat easy,Yes,758
759,More than 1000,No,No,Yes,No,Don't know,No,759
760,1-5,Yes,No,Yes,No,Somewhat easy,Yes,760
761,26-100,No,Yes,Yes,Yes,Don't know,Yes,761
762,1-5,Yes,No,No,No,Very easy,Yes,762
763,1-5,Yes,No,No,No,Very difficult,No,763
764,100-500,Yes,Don't know,Not sure,Yes,Somewhat easy,No,764
765,6-25,Yes,No,No,Yes,Somewhat easy,Yes,765
766,1-5,Yes,Yes,Yes,Yes,Somewhat easy,No,766
767,26-100,Yes,Don't know,Not sure,No,Somewhat easy,Don't know,767
768,6-25,Yes,Yes,No,No,Don't know,No,768
769,26-100,Yes,Don't know,Not sure,No,Somewhat easy,Don't know,769
770,500-1000,No,Don't know,No,No,Don't know,Don't know,770
771,1-5,Yes,No,Yes,No,Very easy,Yes,771
772,More than 1000,No,Don't know,Not sure,No,Don't know,Don't know,772
773,More than 1000,No,Don't know,Not sure,No,Don't know,No,773
774,6-25,Yes,No,No,No,Somewhat easy,No,774
775,100-500,No,Yes,Yes,Yes,Very easy,No,775
776,6-25,Yes,Don't know,No,No,Don't know,No,776
777,More than 1000,No,Don't know,No,Yes,Don't know,Yes,777
778,More than 1000,Yes,Don't know,Not sure,No,Don't know,Don't know,778
779,6-25,Yes,Don't know,No,No,Don't know,Don't know,779
780,26-100,Yes,Don't know,No,No,Don't know,Don't know,780
781,6-25,Yes,No,Yes,No,Somewhat difficult,Don't know,781
782,More than 1000,Yes,Don't know,Not sure,Don't know,Very easy,Yes,782
783,1-5,Yes,Don't know,No,No,Don't know,Don't know,783
784,6-25,Yes,Don't know,No,No,Don't know,Don't know,784
785,More than 1000,No,Yes,Yes,Yes,Don't know,No,785
786,1-5,Yes,No,Yes,No,Somewhat easy,No,786
787,26-100,Yes,Yes,Yes,Don't know,Don't know,Don't know,787
788,100-500,No,Don't know,No,Don't know,Somewhat easy,Don't know,788
789,More than 1000,Yes,Yes,Yes,Yes,Somewhat easy,Yes,789
790,100-500,Yes,Don't know,Not sure,No,Somewhat easy,Don't know,790
791,More than 1000,Yes,Yes,Yes,Don't know,Don't know,Don't know,791
792,6-25,Yes,Don't know,Not sure,No,Somewhat difficult,No,792
793,100-500,No,Yes,No,No,Very difficult,No,793
794,More than 1000,Yes,Don't know,Not sure,Don't know,Very difficult,No,794
795,26-100,Yes,Yes,Yes,No,Somewhat easy,No,795
796,100-500,Yes,Yes,No,No,Don't know,Don't know,796
797,26-100,Yes,Don't know,No,No,Don't know,No,797
798,26-100,Yes,No,No,No,Don't know,No,798
799,100-500,Yes,Don't know,No,Don't know,Very easy,Yes,799
800,100-500,No,Yes,Yes,Yes,Very easy,Don't know,800
801,6-25,Yes,No,Yes,No,Very easy,Yes,801
802,26-100,Yes,Yes,No,No,Don't know,Don't know,802
803,More than 1000,Yes,Yes,Yes,Yes,Very easy,Yes,803
804,26-100,Yes,Don't know,Not sure,No,Somewhat easy,Don't know,804
805,26-100,Yes,No,Yes,No,Somewhat difficult,No,805
806,100-500,No,Yes,Yes,Yes,Don't know,Don't know,806
807,6-25,Yes,Don't know,No,No,Don't know,Yes,807
808,26-100,Yes,Don't know,Not sure,No,Very easy,Yes,808
809,More than 1000,Yes,Yes,Yes,No,Don't know,No,809
810,6-25,Yes,Don't know,No,No,Don't know,Don't know,810
811,100-500,Yes,No,No,No,Somewhat difficult,No,811
812,1-5,No,No,No,No,Very difficult,No,812
813,6-25,Yes,No,Yes,No,Don't know,Don't know,813
814,1-5,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,814
815,26-100,Yes,Don't know,Not sure,No,Don't know,Don't know,815
816,500-1000,Yes,Yes,Yes,Yes,Very difficult,Don't know,816
817,1-5,Yes,No,Yes,No,Very easy,Yes,817
818,6-25,Yes,No,Not sure,Yes,Very easy,Yes,818
819,1-5,Yes,No,Yes,Yes,Somewhat easy,Yes,819
820,100-500,No,Yes,Not sure,Yes,Don't know,Don't know,820
821,1-5,Yes,No,Yes,Yes,Somewhat easy,Yes,821
822,More than 1000,Yes,No,Yes,No,Very difficult,Don't know,822
823,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Yes,823
824,More than 1000,Yes,Yes,No,Yes,Don't know,Don't know,824
825,26-100,Yes,Don't know,No,No,Very difficult,No,825
826,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Yes,826
827,1-5,Yes,Don't know,Not sure,No,Somewhat easy,Don't know,827
828,6-25,Yes,Don't know,No,No,Don't know,Don't know,828
829,1-5,No,No,Yes,No,Don't know,Yes,829
830,More than 1000,No,Yes,Yes,No,Very easy,Yes,830
831,100-500,Yes,Yes,Not sure,No,Don't know,Don't know,831
832,6-25,Yes,No,Yes,No,Very easy,Yes,832
833,100-500,Yes,Yes,Not sure,Don't know,Don't know,Don't know,833
834,1-5,Yes,No,No,No,Don't know,Don't know,834
835,500-1000,No,Don't know,No,No,Somewhat difficult,No,835
836,6-25,Yes,Yes,Yes,No,Very easy,No,836
837,100-500,Yes,Don't know,No,No,Very difficult,No,837
838,More than 1000,No,Don't know,No,No,Very easy,Don't know,838
839,More than 1000,Yes,Yes,Yes,Yes,Somewhat difficult,No,839
840,More than 1000,No,Don't know,No,No,Very difficult,Don't know,840
841,6-25,Yes,No,No,No,Somewhat difficult,Don't know,841
842,100-500,Yes,Yes,Yes,No,Somewhat difficult,Don't know,842
843,More than 1000,Yes,Don't know,Not sure,Yes,Don't know,Don't know,843
844,26-100,No,Yes,No,No,Somewhat difficult,Don't know,844
845,26-100,Yes,Don't know,Not sure,Don't know,Don't know,No,845
846,100-500,Yes,Don't know,No,Yes,Don't know,Don't know,846
847,1-5,Yes,No,No,No,Very easy,Yes,847
848,1-5,Yes,No,Yes,No,Very easy,Yes,848
849,More than 1000,Yes,Yes,Yes,Yes,Don't know,Don't know,849
850,1-5,Yes,No,Yes,No,Somewhat easy,Don't know,850
851,26-100,Yes,Yes,Yes,No,Don't know,Don't know,851
852,6-25,No,No,No,No,Somewhat easy,Don't know,852
853,6-25,Yes,No,No,No,Very difficult,Don't know,853
854,6-25,Yes,Don't know,Not sure,No,Don't know,Don't know,854
855,More than 1000,Yes,Yes,Yes,Yes,Very easy,Yes,855
856,More than 1000,Yes,Yes,Yes,Yes,Very easy,Yes,856
857,6-25,Yes,Don't know,Not sure,Don't know,Somewhat easy,Don't know,857
858,100-500,Yes,No,No,No,Don't know,No,858
859,6-25,No,No,No,No,Don't know,No,859
860,6-25,No,No,No,No,Don't know,No,860
861,1-5,Yes,No,Not sure,Don't know,Somewhat difficult,Yes,861
862,100-500,No,Don't know,No,Don't know,Don't know,Don't know,862
863,6-25,Yes,No,Yes,No,Very difficult,No,863
864,More than 1000,No,Yes,Yes,Yes,Somewhat easy,Yes,864
